Time(Iteration),oracleLinUCBTheta,LinUCBTheta,adTSTheta,dLinUCBTheta,DyCluTheta
0,0.8676159584730311,0.9856469979709531,0.9867667834083342,0.9856469979709531,0.9824543806647408
1,0.5917588020780766,0.9710277780114605,0.9713936922479915,0.9677231124663099,0.9624897231729218
2,0.4446830680109617,0.9560630218198769,0.9575212337148128,0.949266567335027,0.9480525332662181
3,0.4032613268924792,0.9464452783845726,0.9466650476715656,0.9365536178065278,0.9318436469484204
4,0.3919258099109761,0.9301534610761887,0.933927699425125,0.9181328095634078,0.9187313558899471
5,0.3455777696431269,0.9130583244822605,0.9231928849648745,0.8999694975363911,0.8999967080413106
6,0.2969328372985297,0.8988562912998219,0.9099359386864225,0.8836386513040785,0.8824150894879915
7,0.2774826017134329,0.884419546255812,0.8974146970369803,0.8678596612001954,0.868365605415671
8,0.24989582568997126,0.8675952570950188,0.8847750666688056,0.8522388840191496,0.851583062858482
9,0.23071178476052903,0.8557621145026526,0.8728460766244655,0.8350827649176993,0.8349712424302294
10,0.21467779602080675,0.8401052154299716,0.862286820376721,0.8222449013680867,0.819531500858533
11,0.20565276795661874,0.8248198219287427,0.8486374608186559,0.805444819035032,0.8012943985484783
12,0.19266225238481172,0.8111781557385064,0.8397902915200791,0.7951649877684646,0.7919599529547543
13,0.18962686833114836,0.7957453095638978,0.8337188429030281,0.7792214492161229,0.7793013854746674
14,0.17939341730079128,0.7782962500764122,0.8228731451699437,0.7661090924273233,0.7671064203983258
15,0.17571475773930412,0.7648958319983261,0.8144604893058043,0.7493720448212584,0.7554528647858593
16,0.1692117492153854,0.7514340630575387,0.8046815408285947,0.7374660942164323,0.7389163605152302
17,0.16127379152951019,0.7327142266157071,0.7969129141254725,0.724515607286586,0.7274035828620297
18,0.1562416447075192,0.7250823983291441,0.7899728823830461,0.699861408652162,0.7181969814657844
19,0.15813360835283705,0.7169913780996563,0.7786392063641309,0.6851031552377576,0.7087227319717699
20,0.15615290240322965,0.700417748028189,0.7712402157430465,0.6666619165495411,0.6921243966536725
21,0.1532198805412154,0.6852337820640743,0.7600199144372891,0.647096966929259,0.6717864602061754
22,0.1461131678282687,0.6687238903014127,0.7517221894210886,0.629535202166915,0.661822082710385
23,0.13981825784455337,0.658223349227389,0.743926646405869,0.6216976106922104,0.6546613109465517
24,0.13498415672252795,0.6444639629630465,0.735603223863389,0.6073704565801556,0.6444837858494152
25,0.13003327665661277,0.6327526452817939,0.7262980742299687,0.5995030019234728,0.6379595880327318
26,0.12650055319894105,0.6246051792405921,0.7168926133681123,0.5870974709961907,0.6228794856980325
27,0.12588267528526917,0.6108747588949563,0.7085497925575549,0.5726029905105896,0.6147663135498552
28,0.12775099430526293,0.5988425211123046,0.6985879985386454,0.5589914528425685,0.6067603063786382
29,0.13047652588565628,0.5865528545322616,0.6919395358540732,0.5496749415746622,0.595921106490458
30,0.13113756489406184,0.5811388694051128,0.6856000427065119,0.5349738407450476,0.5880089534646172
31,0.12909007278906182,0.5712122629771001,0.677497401145405,0.5311900933027749,0.5779953162261222
32,0.12740383284938356,0.562747193183212,0.6721180035972226,0.5244666582349805,0.5731319632073518
33,0.12446032546164412,0.5482043055816636,0.6677854023457529,0.5191974950292433,0.5659521895292133
34,0.11983686203951718,0.5423927636287127,0.6619004659333803,0.5135919756149714,0.5581456005644446
35,0.11588931909411651,0.5317959975723173,0.657483126547775,0.5070051764618174,0.5523288778375798
36,0.1153559768627297,0.5259736222266037,0.6499038817923798,0.49483722661712654,0.5402212544688598
37,0.11572027370369485,0.5155386750012908,0.6415813172908247,0.4894069384418423,0.5322370720259989
38,0.11102971510555686,0.5061258195196404,0.6350509732280264,0.480173241190916,0.526838847685535
39,0.10871639984226877,0.49822974949996807,0.627468405884525,0.47877334532655935,0.5235083635339349
40,0.10447175575133848,0.4911572893448834,0.6225740747103145,0.4744830938119173,0.5159297069241906
41,0.10619347249940858,0.486927655503926,0.6173867834619451,0.4700670843790303,0.5157559905064333
42,0.10347063572881442,0.485547874710547,0.6132320246175336,0.4659664721278753,0.5102912407356042
43,0.10180456603190255,0.47804296982257477,0.6067786756428312,0.4599211720825188,0.5048586406906341
44,0.09894200736915013,0.4743970203546412,0.6025702113262402,0.4558211687470966,0.49925006669637817
45,0.09542346102005067,0.4710806889392509,0.5970656028381547,0.45073058902367136,0.4944504731091696
46,0.093797226977908,0.4637158656870644,0.5919055395416299,0.44156409921391365,0.49052713499742595
47,0.09413695238317908,0.45948132296911354,0.5875379334688448,0.4382004079955162,0.4818003090621055
48,0.09262455343861425,0.4535560095562964,0.5825522965392512,0.43475023052026623,0.47775105449912
49,0.08969619523673389,0.4474330896234395,0.5797200845105513,0.43265049706157965,0.4734132572228752
50,0.08818977184029578,0.44248146032108726,0.575634648152659,0.4283048649953971,0.4686689175324926
51,0.0878443871173297,0.4383894889761944,0.5694678338637551,0.4229955923601066,0.4662519658137018
52,0.08887175680661187,0.4365241827816698,0.5646945608981736,0.42017717352467526,0.4606412493985105
53,0.08849259845292876,0.4330222470805034,0.5594453612881747,0.41530502490014853,0.45593336666993217
54,0.08897481869997532,0.4294418826964229,0.554669332679653,0.4093391131208595,0.4536503284775222
55,0.09077608904058149,0.4239454377346734,0.5508084019321389,0.40820424554169626,0.45214801970757224
56,0.09041872884188824,0.42033352220743275,0.54677914487132,0.4046530443800447,0.44692596013179203
57,0.08939608065168608,0.4201354925992396,0.5423463160320768,0.40133715845729434,0.4413312451442757
58,0.08873690893701262,0.41889751006196874,0.5383381013504639,0.3973301769814224,0.43690296773403936
59,0.08997651042171721,0.4164011429500538,0.5341040653373288,0.39422356473196823,0.43477957808678275
60,0.09033474785542316,0.4137342894034057,0.5294698259250075,0.3883109905430846,0.43114899409481205
61,0.09135846183854826,0.4103390043181719,0.5253169259364104,0.3859826407668884,0.42654118445635425
62,0.09318044447359604,0.4062126038296205,0.5215784224820061,0.3819026800081551,0.4217375716456982
63,0.0905133309700813,0.40099624176950077,0.5156597890140574,0.3789076500937615,0.4160503070127395
64,0.08976600044473634,0.4003389098191088,0.51277457755562,0.3764194099850211,0.41439223527677094
65,0.08963297978146759,0.3941373916485071,0.508844471569573,0.3730132099813014,0.4093324288580144
66,0.08877859987296509,0.3902848321587428,0.5053730467834299,0.3706019961203479,0.40521010282060266
67,0.0846819293592654,0.3898031891939302,0.5037736136980483,0.3676570543071381,0.4033656242272334
68,0.08393029674485407,0.3862990472004148,0.5010443441985284,0.3659908834190575,0.4003305986556688
69,0.0829640367956031,0.38026703823960745,0.49818459604996534,0.36202884527731066,0.3970312707389582
70,0.0812716696280218,0.3759938861141624,0.4951791498780984,0.3586075783379388,0.3901124132921556
71,0.08056497550137207,0.3733839275963869,0.49196476668446065,0.3564908188085758,0.3850053239014798
72,0.08054976430710711,0.37078378022361475,0.48920705496613676,0.3535701426580334,0.38159442361394036
73,0.0805362159252264,0.36861288972422945,0.48601442830657826,0.3514012804047412,0.3806223229071084
74,0.07916743940456092,0.36628606222664956,0.4819019039525388,0.3471968504952486,0.378162321669991
75,0.0776077753208374,0.36240847161441764,0.47892140104389486,0.3472567203041153,0.37529060112524304
76,0.07653921087234089,0.3604039731390336,0.4752537487114686,0.3449607715489126,0.3710936944170677
77,0.07549351515650153,0.35972136650848796,0.47308405501498607,0.3437545535373885,0.36823298478160604
78,0.07630480694294292,0.3604076714163093,0.4695238252727657,0.34018817471828783,0.3659342716847748
79,0.07798777056224826,0.357493622749897,0.4672656989824995,0.3376105574970931,0.3647403022558129
80,0.07608384365719538,0.35467699425716553,0.4648831778686378,0.33401873641502183,0.36151476788281167
81,0.07340989558129056,0.35102705007715135,0.46325420087139313,0.3330583085041485,0.3579408579930671
82,0.07122541226970895,0.34916628225733476,0.4612605414960014,0.33150717616807346,0.3567007447982269
83,0.07062692390039664,0.3461851860761948,0.4586075865176939,0.3302394672086581,0.35430154884589754
84,0.06912618281380861,0.34344968840249146,0.4566307223370915,0.3301703689186201,0.3521821392292022
85,0.06677792054869626,0.3420443361268989,0.45561824766407377,0.3282509968305529,0.3512752109907145
86,0.06507193334357826,0.3399678698585106,0.45339558590698514,0.32659862286363334,0.3500191158049859
87,0.06307202830532381,0.33782646133277305,0.4528552297275207,0.32682051099538334,0.34818051933212835
88,0.06292369235572462,0.3330520971755642,0.45021913224707505,0.3233011954796391,0.34543216404651444
89,0.0629286706306978,0.33182085602037614,0.44657863939707837,0.32151290269462124,0.34427681716217157
90,0.061058587314779714,0.3298835564400603,0.4439451148295566,0.319103376124578,0.34201778128144794
91,0.06130718251020355,0.3283955188148454,0.44186605408505664,0.31754762482971055,0.34005624708258836
92,0.06153475490822441,0.3256238701522225,0.440037305796082,0.315804009654721,0.3370516926114785
93,0.06200995094088396,0.3230372812450414,0.43678877961981344,0.314614405521774,0.3341370445482491
94,0.06285245358676189,0.32262124191755903,0.43464456980100713,0.31312911734040993,0.3326456753837194
95,0.061847270577236685,0.3205151733379899,0.4315850752927954,0.31215941669339914,0.3313082837277987
96,0.06309328666916975,0.3189262431459385,0.4296925352761718,0.3099201726838913,0.3278969079458958
97,0.06285954637085996,0.3194247036987676,0.42687702173908143,0.3078444365414321,0.3272363840689424
98,0.06139645935635851,0.3192051667531773,0.4249615598884294,0.3061921583463615,0.3241665599560096
99,0.0609892975839379,0.31876357084069473,0.42350667156307603,0.30435837835718105,0.32163509857849876
100,0.06024285069299742,0.31784786979157376,0.4217303107326233,0.3036857331638123,0.3207098791462325
101,0.06102672532408006,0.3153319312373055,0.4198706262423929,0.30301883785092804,0.320713675532101
102,0.062022669633416155,0.3131172651635799,0.41773715558844526,0.30056454460491394,0.3197572696236383
103,0.06093023735672461,0.31262212417997687,0.41585618036167993,0.29934120005503845,0.3196719156478801
104,0.06077427860016216,0.31117631465231244,0.4133829015971685,0.2980447682641115,0.3177055351748932
105,0.060412207717286295,0.3096121319067338,0.41096247624960425,0.2961128641048845,0.31643250061779077
106,0.05999921132820878,0.3067317799600922,0.40847661479768127,0.2954689821921546,0.31403390849236873
107,0.05896114594924679,0.30561269626667703,0.4071523243961621,0.29339605721077594,0.3131113051380914
108,0.05887707655233543,0.3048674867645234,0.4049774477378653,0.2906672824572432,0.3117905241948965
109,0.05883606077215256,0.30321048493635966,0.4027874370963179,0.28750678460764684,0.31004883840225334
110,0.05831823258076842,0.30111227481145053,0.4012018894999258,0.28569954461785924,0.3096822400724011
111,0.0577812860550016,0.2984653459836818,0.3993951981886878,0.2819418375052917,0.3080406122630656
112,0.05773622971313577,0.2980794888138218,0.3980325489093927,0.2825800061066058,0.3064529652454816
113,0.05692471161272674,0.2969660311849152,0.3965066390735892,0.28145922703192033,0.3061270989577856
114,0.0566598263394892,0.29527833395879793,0.3946617133896983,0.28061320475934093,0.304993281212689
115,0.05669017039570303,0.293171589884589,0.39162584886672946,0.27833701873036776,0.30282527876077053
116,0.05673037772059379,0.2911864926275978,0.3897551924496094,0.27814707746065265,0.3027156878053201
117,0.05741671104873539,0.2905078956902491,0.3877242771264231,0.2775686568960259,0.3012936613103376
118,0.05730318049678559,0.28914501389670666,0.3858648021406757,0.2760107492023295,0.2986194425188129
119,0.05696233298274886,0.28837427446782465,0.38428622935265266,0.27432081414136755,0.29614088731657345
120,0.05623241177481608,0.2885810842510111,0.38170696055505865,0.27234618914928316,0.29475874522362067
121,0.05578013475075265,0.2872044358857221,0.38092240990796766,0.27228854938733965,0.29319272348504016
122,0.05594481662236131,0.28673085914692475,0.37933419319383715,0.2710290776118109,0.2916436270545823
123,0.05641516154031015,0.2865836926836456,0.37766183009580473,0.2712506086933644,0.290363460317018
124,0.05788475558178673,0.28541089549171844,0.37515178011627087,0.2701403522413415,0.2895877672256602
125,0.058137467679801144,0.2845753206830337,0.37378878975816754,0.2686285998066565,0.28891269268268804
126,0.05679985545931341,0.28465118208607254,0.3730213264272666,0.2686732418140599,0.28845689641935107
127,0.055286254837964954,0.28398781201155443,0.37204737064608173,0.2676469093739868,0.28676058184807146
128,0.055110379386216365,0.28298327406180224,0.37064309838798715,0.26654906316366556,0.2857469556309993
129,0.056381690905081584,0.2819827516463913,0.3696002856954098,0.2644213988923747,0.2845858832919252
130,0.05647907709771836,0.2805280206011272,0.36793352467844087,0.26307715169044427,0.2839605637043644
131,0.05659302374630316,0.27907748782881303,0.36647085007156355,0.2618818840690993,0.2822033687173141
132,0.05678549212447698,0.2782148473279302,0.3657461693547749,0.26130144895262614,0.2814160964129314
133,0.05882715566499141,0.2768890940294957,0.3640205385004463,0.25951998573319823,0.2810755953163554
134,0.06054599345052311,0.27589939718198214,0.3625990440936297,0.2585356793291226,0.279900958310231
135,0.06033187563088513,0.27460158054362493,0.36115656699534177,0.2565261731025893,0.2783123866768532
136,0.05814471319563066,0.2732165992975547,0.3597413861140462,0.2554754209503829,0.27698350588285364
137,0.05607743201019101,0.27302617306652155,0.35902464346939283,0.2550842614013043,0.27626759530320455
138,0.055109116297195594,0.27156184120566684,0.35807726254392713,0.2556427320298084,0.2758615671088689
139,0.05567553957362684,0.27090086913980643,0.3566432500429574,0.2547372746578076,0.2751471536373891
140,0.055721641418450964,0.27017134581522323,0.3554838514560992,0.25319244821912784,0.2741089043197964
141,0.05427169393412752,0.26893812198353934,0.35408743271852317,0.2531860326239517,0.27374105233007523
142,0.05381550391509319,0.26810449536174874,0.35296591529649307,0.25236740747021696,0.27231008267036627
143,0.05330955915849804,0.26724255491404003,0.35130474143678375,0.25187181387431073,0.2718115300047653
144,0.05327733713874659,0.2660724524971465,0.3504311812339365,0.2508812006942567,0.271448370971886
145,0.05315079269639579,0.26437765794554635,0.349374642420011,0.2510955098266704,0.2709661406504277
146,0.0523379453026077,0.2624647416235727,0.3481880636423368,0.24921316879954578,0.2696726149825385
147,0.052415781752234734,0.26143360053494624,0.3473985851009388,0.24923753988002992,0.2702961436500284
148,0.05230386549331557,0.2598587003423689,0.3454214119854123,0.24756251462823503,0.2693482331182071
149,0.05312914805369786,0.2595541769470325,0.34429283561324264,0.24750786241292333,0.2696673769761164
