Time(Iteration),oracleLinUCB,LinUCB,adTS,dLinUCB,CLUB,DyClu
44,43.15113185753308,480.4825074551774,590.1452250797731,733.6437483214072,555.8530280558308,315.67210664852064
45,43.164242503492275,483.2052347876545,595.1225974421112,739.8229713875074,560.1639765958308,316.0577726206563
46,43.175707988839946,487.6536553140223,600.6964492219693,745.7369565446605,562.8566263198084,316.25551234780414
47,43.284614618766774,490.41663866962824,607.1938731808008,753.2085136450249,565.5685102231682,316.4883343331029
48,43.42670740952813,493.26321166282486,612.9654287553315,759.0094884513994,570.0547609990596,316.80714529734007
49,43.468045393398135,496.0378046405247,618.254974764653,764.829953278813,572.9744646538454,316.9887084831928
50,43.55273370399517,498.78668457582603,622.9110777935016,769.3336253755009,575.4919194250707,317.3723368136836
51,43.6790041668158,502.1004130407322,629.0032940277304,775.3408055579982,578.1781800454385,317.5239816888295
52,43.742683047471004,504.3959299876912,633.7570571650472,780.3729273624309,580.9176613575813,317.7673740046219
53,43.83945536318905,507.3549564940683,639.295000402738,785.931847753142,583.9826790349144,317.91292798935314
54,43.94274646482407,509.87510299579185,645.3484613853111,791.2344240018566,586.4735457853023,318.22444199767006
55,43.99405301893315,513.6200056424773,649.7018949087966,798.5664582139859,588.716190233138,318.6565027952472
56,44.06474631812083,515.9450490702117,654.8278907270042,804.0941458464173,592.0746168466211,318.83064718817985
57,44.22015128625644,517.5133772241264,657.9546251286217,809.1982126472102,594.6496721597772,319.0371352343843
58,44.26075540009192,519.33835081109,663.6410810279025,813.1616624190311,597.8138635362187,319.2192535532547
59,44.28439412996264,521.7093879992951,667.2058289583523,816.9274889432329,600.7025184122498,319.5912176821439
60,44.38431127935814,522.8631238526098,670.0495576123898,821.3995764076365,602.0510640122866,319.7115134615757
61,44.420640218541465,525.1983074360016,673.0022836985129,825.3503336330309,604.5932153169626,319.9076059344819
62,44.47601250677752,527.524045274896,675.3516343777475,830.203711212772,607.6148165056971,320.0244122315489
63,44.60749463553314,529.7560995539228,678.61515443751,834.7902701820909,611.1089517638827,320.2216650383352
64,44.68481280122082,531.5693431068628,681.6965128278355,840.3661999931076,613.4803143173981,320.34300689615395
65,44.78605534987791,533.3799492030945,684.6409404240145,844.3169432050131,616.3925470571608,320.546810224714
66,44.897711649917476,535.1786611934164,688.0458327525905,847.8250239586748,617.6930025950121,320.6754645811955
67,44.9379903475928,536.2906684253843,691.6717862030079,852.6272530213412,619.3413644751289,320.83401937598387
68,45.04415741505535,538.327541122546,694.4647483679091,856.2873657142619,621.5686264257637,321.0657808585449
69,45.112296818404275,540.8375612986086,698.1990991929671,860.3259158542196,624.5598980504419,321.2055114957707
70,45.19317378049785,543.5162425588541,701.7753386406331,864.3127747236666,627.7476978969316,321.5631250008206
71,45.26957887537482,545.5612273528093,704.8172320494893,869.4108594466327,629.9435850771624,321.7786735792098
72,45.29079626090277,546.9504429528828,707.0887169215379,873.3124103538721,633.2742231903866,321.9046590385602
73,45.31315956688914,548.2223584496778,710.9264785111257,876.5809382213747,635.0024893397718,322.1177932276822
74,45.36020554552477,549.8167337618993,714.7679564342442,880.2812718946382,638.0096227366587,322.2856449152064
75,45.37868884624464,551.3007215610354,718.3212618368248,885.7191211925423,640.6774580551354,322.3363447460048
76,45.45674075110846,552.5364528745766,721.5301272511028,889.0116541573066,642.513851742297,322.50108979074554
77,45.54263522531299,554.0956380664328,723.6726866818558,891.7464516922764,645.2691012545583,322.56899593436685
78,45.568243102658386,555.1624907822146,726.4250326069694,895.8203921394988,648.3448058255684,322.78566490629413
79,45.612502345835864,556.647909769312,729.1018200383329,899.562466434189,650.7310019804331,322.8534476544915
80,45.69573645276509,558.2616301214617,731.661371348556,901.9535554153857,653.0056198791804,323.0666967942467
81,45.73799795699273,560.2975304530057,734.0613042085084,905.6551602055358,655.8638985109292,323.1306018792643
82,45.75204322859551,561.5011105924046,736.6487319983258,908.2729007114694,657.9675014727808,323.198782288556
83,45.79870684171517,563.5304238268778,740.0457788722929,911.818403786473,660.5729964174943,323.33584229749346
84,45.891101040599445,565.5465081570611,742.9672368911145,914.8477102139916,663.3685854978562,323.4911194420832
85,46.03204958226031,567.1638572945201,745.7767729782618,918.5697918959911,665.7698837010934,323.5896890917755
86,46.102381332031676,567.7987079038975,748.38059565114,920.6827676742386,667.6081921891482,323.80565815824565
87,46.12750794335605,568.7342678693967,751.5892860333769,923.2240129343551,669.5885793244241,323.82772170856606
88,46.144459215286055,570.3364671257187,753.4618244798518,925.3876587808785,671.5045513889567,323.8666025622649
89,46.200637847933784,571.4447526201628,755.6389536635174,927.4068819956559,673.5401043725791,323.991174580246
90,46.23841073727563,572.1845269705855,758.0108597579941,930.1493295796383,675.5775514560935,324.2254587913335
91,46.29615833120184,573.3520253615503,760.4194131389501,933.606598016955,677.0773860745072,324.5083438489336
92,46.33213787662733,574.9842905104912,763.3844357795159,936.6148752886002,678.9273718978257,324.6532274514878
93,46.40272790565822,576.6770535050649,765.6475076840358,939.1597226176956,680.3752729540896,324.7618489829588
94,46.44131634664924,577.5172313603962,768.9844982916552,941.7811733566092,681.6588189712784,324.92317546042574
95,46.484215998972395,578.4284316237741,771.8478043757789,943.6680959358014,684.593114314571,325.01142235869986
96,46.505401979301354,579.5718533492333,773.7024002504943,946.2204255958809,686.9466989660373,325.0891329695023
97,46.55260079234416,580.5157821743518,775.8883227583046,949.3091628611563,689.2789813268172,325.23716804787387
98,46.66762407927267,581.6512625625503,778.0976210148856,951.8725982900246,690.8769378828317,325.3820067146531
99,46.702700315352445,583.1342430838399,780.3103618504198,955.3476781766066,692.9097557162823,325.47875861337184
100,46.71391283689245,583.9795273053193,782.5608797176352,957.6945511579341,694.1564408328647,325.5837754310417
101,46.74041161983211,585.5639195066425,784.4444184813823,960.6961448912705,695.9013459450422,325.612798210753
102,46.81061435804909,586.1288572155868,785.5745885312266,962.7732002429497,697.6628572986361,325.7631402072991
103,46.86458979626665,587.2087746951674,787.6928585971527,964.9658915209376,699.4020267633864,325.84688392054767
104,46.88137835842084,588.1546544613208,790.1168645312969,966.9907697622273,700.7668375639224,325.9899014801855
105,46.92822375717944,589.3422552992525,792.5138232078973,969.5106528919397,702.2071539927991,326.0487038242463
106,46.98508039583769,590.6496728075207,794.7724414297741,972.9035299786949,703.458527984809,326.25236355734023
107,47.019230079170846,592.2378105687139,796.5360820053406,975.4429429572394,705.1548608198984,326.3416457282839
108,47.10526701614424,593.1535703038686,798.740421233754,978.2536467265691,707.2875507933659,326.47987233714684
109,47.14971545913923,594.3143170878601,801.2482941035013,981.4062356919326,708.786405002569,326.7122222525269
110,47.225692899674684,595.3871923029895,802.6006932529748,984.1869671907673,710.222326966833,326.8785050762113
111,47.25777835615407,596.4550290544646,804.4715527281943,987.9023116296603,712.2080045673673,326.933013358787
112,47.30793422890198,597.3551832656884,806.558520577982,989.7440323001493,713.9423521452957,327.00747410308645
113,47.35072992979496,598.6225871317592,808.5218353721676,991.9620696621511,715.1421913601904,327.08982764439753
114,47.38007338182121,599.0572025965107,810.2835809880595,994.3133733220302,716.5649339666915,327.2513031964498
115,47.440007377480505,600.0278942025938,811.6668742096996,996.6133211785815,718.398450618135,327.37316619206126
116,47.51218154050517,601.1295291816036,813.3247846125215,998.4146511587751,719.6378667770172,327.4397577899149
117,47.579275772029554,601.4306967277721,814.7749440456399,999.8768027278411,721.289720049571,327.5224429167986
118,47.62281073609974,602.4844730216186,816.5053771146752,1001.862432893674,722.5621342231643,327.58301994170193
119,47.66201469359508,603.4122474024459,818.339120943315,1003.348532910156,724.9922814777609,327.7640039009794
120,47.679543596948704,604.2226450149126,820.1535260784004,1004.71562712021,726.4332025370667,327.87044426096077
121,47.71860360733113,605.1081170131911,821.7840147366279,1006.4461717205077,727.9290406480047,327.99908576082976
122,47.71991610921799,606.1216631758759,823.7312985265875,1008.5776715167141,729.5410466669882,328.0486802085373
123,47.72061650109518,606.7901547498544,824.9370701438374,1010.8844338999031,730.9044936717612,328.1052285979113
124,47.72837608935431,607.4757188120708,826.8383931335488,1012.1526912955443,731.9243950672436,328.1445677854407
125,47.734089688839276,608.2566310587357,828.1998266280086,1013.6280613132267,733.7228469531966,328.2585578024962
126,47.752915111114525,609.1536079020376,830.1652320437289,1015.828121088389,735.39513507242,328.47257997406257
127,47.7973050313474,609.8261998511241,832.3168762710229,1018.2022776279736,736.995812389212,328.59050215414476
128,47.8654931480733,610.4040341386167,834.2860982006357,1019.9384513772201,738.4263612103251,328.68372195842494
129,47.934945239226316,611.2329574447992,835.5888595480845,1022.1481874823288,740.0051809931741,328.84211547434114
130,47.99362973667906,611.8466183401588,837.359818025985,1023.789846048232,741.1524814642817,328.9244379100609
131,48.074675438159865,612.7701902502076,839.0689759422424,1025.511023986383,743.0586438524208,329.12018051736214
132,48.098717039880896,613.4097712938324,840.8622824149502,1027.9599352185455,744.4911788407502,329.2073985139509
133,48.112829466107414,613.7953096050629,842.0726591547025,1029.5008784849465,745.6506065646256,329.22572725586065
134,48.14598769471681,614.7814580603606,843.0746658427436,1031.5875246931444,747.2642445039576,329.27543803776524
135,48.16009846232221,615.7545806226733,844.2574045298518,1033.4879230420713,749.4670233102592,329.379775889814
136,48.20222921210334,616.2261497982247,846.0188605145973,1035.6652936289897,750.8458028914389,329.4559077231308
137,48.22008977239164,617.1266344862142,848.0130845682293,1036.998887549351,752.3949005766564,329.5689092341653
138,48.24860692457079,617.7127454712024,849.734180065098,1038.9255395209536,753.2078418206008,329.61301562913917
139,48.263243612737554,618.3462517847736,850.9132251088312,1040.5697435497668,754.149888026254,329.69098131304906
140,48.29243344972234,618.9479820507681,851.8756993274321,1042.2242047507577,754.9965681932707,329.8007159052089
141,48.31280752847702,619.9794228667885,853.2588711075443,1044.0392150423133,756.3723218813577,329.86806864328736
142,48.33360722882001,620.79625614831,854.9477767919373,1045.9029961432898,758.1868735141037,329.8967814733523
143,48.38347789077675,621.5318029472364,856.0218825678965,1047.624158377696,759.34873068771,330.0288317011264
144,48.38830602563452,622.1131847791306,856.8637129653055,1049.2560760910562,760.8299501027059,330.1596404112207
145,48.455014738198244,622.9513969165912,858.2974685967399,1050.4539559751552,762.4233738881811,330.2527977387863
146,48.52826658793389,623.7479634606277,859.3078485294664,1052.0211355499384,763.6801402274866,330.3806761411336
147,48.560814443812674,624.2558980231956,860.6959390145406,1053.1245283614214,765.3560008354422,330.41374445883235
148,48.561818670967554,624.6616313407417,862.0364463615879,1054.3054754157897,766.1223400553298,330.5272410533893
149,48.58478517517488,625.2219422322171,863.1015925109957,1055.6149484084874,767.8930425000179,330.5992677005544
150,48.61530343621749,625.9252455707401,864.6466701516406,1057.2196255450742,769.3514621691501,330.7475663746631
151,48.64181141250622,626.5611681688432,866.3326358514267,1059.2350247159723,770.4501877120781,330.8341232262282
152,48.677861333835125,627.0127867159285,867.9103561902995,1060.5449623325555,772.1354926640195,330.88746401788194
153,48.6880297218969,627.5482426668054,868.8064021043226,1062.0665326462124,773.1390202716333,330.92114591815283
154,48.72615175221264,628.1949094843949,870.2204260144142,1063.7466149918778,774.2559357728408,331.0007996831965
155,48.76036111140688,628.7586247044592,871.6276466660887,1065.3245830043143,775.5696089401431,331.04534337076535
156,48.78202266192438,629.3441650362495,872.6924616090516,1066.6868961866862,776.7790778632615,331.09205706055843
157,48.79849240588975,629.8854349666303,874.0488955723714,1068.1100546887183,777.7751619982494,331.22552081587975
158,48.86747546382062,630.6358048966221,875.2323134809407,1069.4438312952223,778.5453743300731,331.36988932099473
159,48.87954969561973,631.2424838881105,876.3785370826745,1070.9062471342104,779.7632202636364,331.44234661401214
160,48.916897067544504,631.6505570333829,877.6317466576342,1071.9358383068673,781.0863593631342,331.58286865993875
161,48.91713660277586,632.2678437810731,878.8975116853484,1073.219618457588,782.5308195428435,331.6322375200262
162,48.932164855635165,633.0370299376189,879.8078780684274,1074.511132941761,783.5898871171248,331.6845312855616
163,48.96394514050802,633.5430227377599,881.5318615016793,1076.391149328808,785.165637850415,331.8265104070122
164,48.98762869191735,633.9121096249949,883.0117144324371,1078.1176457092156,786.2783481017633,331.9002857176223
165,49.0242012799929,634.6562854605882,884.1538213500962,1079.658464390059,787.149143230011,331.99024688190286
166,49.0520529741154,635.1348611543501,885.8351304811787,1080.9050854682544,788.6787397260568,332.2289013416304
167,49.06666821188324,635.6678249724293,887.6503437707511,1082.2348682876568,789.980754295909,332.30750160388686
168,49.114997410623545,636.1682030414688,888.4112164933385,1083.5980059454207,790.81852568043,332.40498458976134
169,49.11828983259493,637.1340314502477,890.3424445325231,1084.5905987016524,791.7447851751575,332.4747240205521
170,49.17213867213655,637.7921540705469,891.6157397018371,1085.6820330418577,792.5918989426067,332.61606143093906
171,49.175254000243264,638.3801136784458,892.7459137100432,1087.483566423452,793.8491528337314,332.6769608335712
172,49.22455774826463,639.359394861972,894.7264977601693,1088.942396528979,794.8638118357255,332.7283114216321
173,49.22455774826463,639.7214986527358,896.4894203037197,1090.5610308099504,796.0911259012667,332.80110304220244
174,49.23201779020474,640.4866814639291,897.8796691532579,1091.96681007727,798.0924151244095,332.8034792759588
175,49.24797925240196,641.0280704998772,899.2086088574895,1092.8670266364663,799.2186855672418,332.87983795370235
176,49.2724125179063,641.8916290483763,900.5706473189019,1094.483217862387,801.4180826049412,332.95034381976035
177,49.324046456988775,642.5002094800624,901.5436960512027,1095.7153280191621,802.6105235150686,333.00029727585996
178,49.34191081386366,643.4107449537698,902.7140227191819,1097.0031132383617,803.747608295748,333.03410475235444
179,49.355278166674786,643.6800877161337,904.3918884006277,1098.231479087605,805.5168759187119,333.0740842357829
180,49.35938690153614,644.1533462048774,905.3110665244877,1100.2400450768514,806.427951659381,333.1865142550776
181,49.38768601650251,644.5749266701798,906.1420875596718,1101.509550170257,807.6554801194077,333.25607531584603
182,49.391551986438095,644.9927933692318,907.3287268926462,1102.7893896202231,808.5104181042818,333.30063308590303
183,49.43895908167182,645.3865156764899,908.3003951196102,1104.2288727982939,809.6247969325508,333.4112636192022
184,49.449138099570675,646.2146947850767,909.7885326180211,1105.3931126501736,811.1841450191911,333.5200635171246
185,49.4633930744161,646.5713792072352,910.889215560016,1106.8509485936247,812.259672927919,333.56321438685245
186,49.51078677632743,647.072942050447,912.024056059505,1107.5867628919798,813.6144378138881,333.6134670013173
187,49.537278088113794,647.4617918131197,912.7914453403527,1108.3822835829285,814.4941444640783,333.6964994418763
188,49.56104792545648,647.8809380329335,913.6641208795539,1109.2740724177386,815.5956368876899,333.7644321293464
189,49.5726976046457,648.4268025983474,914.3783732097831,1110.2362157080597,816.4458984370741,333.8266785314691
190,49.57866592189952,648.6816329593596,915.4301154754202,1110.6955178885016,817.4851176205397,333.85281495506484
191,49.59513037380201,649.1449164450071,916.4558034835635,1111.6778336675468,818.9972736895056,333.8538177606409
192,49.6202432784866,649.6696846914675,918.2550860873083,1113.0946460217945,820.9702257607357,333.92715020307065
193,49.622235423934065,650.224775717152,919.9421330953469,1113.8276253195327,821.8943667787688,333.9801961376407
194,49.64694297277624,650.6983467433072,921.0193620433071,1115.14843346762,823.1801621001662,334.0049036864828
195,49.650299931273196,651.0629643354138,921.8189345317965,1116.6301752057168,824.629984865031,334.04787883797366
196,49.66993635074258,651.5736806615815,922.5631311240074,1117.9750328132982,825.4188632202005,334.12510045405367
197,49.67256901566769,651.8897072893163,923.9811771048459,1118.906654907046,826.782098165853,334.20251111975927
198,49.68547564141592,652.5115027697975,924.8405622040275,1120.5858799652506,828.298105266077,334.2214058705794
199,49.696717143952824,653.0010009676533,926.0066662186156,1121.6260789780208,829.1569633386404,334.2285494041747
200,49.71688321855367,653.4481640059679,926.7726055263004,1122.31451754734,830.1111768375761,334.2480138940042
201,49.731789560141685,653.8585083643915,927.7172749598421,1123.412733822696,830.8392184823736,334.27916154451384
202,49.749009806286715,654.1907328481361,928.6532001942842,1124.6531183415786,831.6907654712878,334.3872704789798
203,49.75627825808097,654.5740899378707,929.8566518294126,1125.5322076726802,832.6932941713147,334.43785655696826
204,49.77754809413574,655.179956098407,930.8905863650797,1126.9901365238934,834.1431470440067,334.46370668536844
205,49.784216202076934,655.6641768765363,931.8848972303182,1128.9244071592468,834.9562929961315,334.49607954519934
206,49.796837382419014,655.9153240542772,932.5722995817263,1130.4533142019798,835.7932040185576,334.5188598375157
207,49.81297057938952,656.5399233455367,933.5032410641218,1131.6052994954925,837.3483569025104,334.57924654597184
208,49.815049809164954,656.822568885038,934.222824632125,1132.4141566516323,838.4442455466918,334.6501506996353
209,49.873427080131265,657.2693967700849,935.1111587936489,1133.3379551511462,839.4761370619543,334.7291734268063
210,49.88434600629563,657.6666199535482,936.2201911004116,1134.582727764712,840.4976314173184,334.7587702569209
211,49.9039003116715,658.384316460796,937.4843125103538,1135.8221369706437,841.3235113094302,334.8477507561442
212,49.92920159222468,658.8134564954437,938.4366076020335,1136.9821305592188,842.3368721585836,334.86503151649185
213,49.93753453213665,659.5051877607201,939.3703894393457,1137.8896805592763,843.0974330885055,334.8950549220416
214,49.96185494042447,660.0923807925373,939.9890739238144,1139.5847191181783,844.4212723957485,334.9941669612844
215,49.98444586734088,660.5313793307188,941.4522022613072,1140.8322813004613,845.2760411416247,335.05789507929615
216,49.98857524824282,660.7565310651348,941.9354402158763,1141.9705189263723,846.2390624178327,335.1505982444746
217,49.991105229909365,661.1329867945759,942.8512177246519,1142.917364932366,847.3137114819638,335.2206556847196
218,50.017370416512385,661.4876242349179,943.89657958231,1143.9406026113393,848.4860750941143,335.3180643825447
219,50.036421282158386,661.8606304255296,944.8414147922676,1145.0035985379745,849.4909640344725,335.3535366914987
220,50.045890611831155,662.4180529545357,946.0558032258502,1145.7967044671261,850.3346816757046,335.4058676011333
221,50.05085630947529,662.7880083375343,947.3708666160732,1146.424514827377,851.8773919288868,335.4276484370781
222,50.08435592269577,663.0220492071022,948.1851660863506,1147.4539323769336,852.6488342070174,335.48185304534246
223,50.08879326361085,663.5615310639529,949.1692439235177,1148.8086363962814,853.6868689359362,335.56008067050874
224,50.11547526066704,663.9449179080684,950.3822459239169,1149.99491594807,854.0717863427294,335.6406064051557
225,50.16126547792331,664.3460202269916,951.3551656885054,1150.9634312423161,854.882104448335,335.6991371853037
226,50.17067602528117,664.7413411655066,951.9049800861972,1151.7506342006127,855.9066792441153,335.7594406493029
227,50.18820473420329,664.938672503497,952.623988266525,1153.1090865604403,856.8004818904051,335.804718801452
228,50.24156851590143,665.2573137762942,953.1251457816372,1154.1844385599884,857.2915374181182,335.88870798731926
229,50.25525944431162,665.8026983580461,953.8624724967757,1155.1704767649726,858.1701621026534,335.8994060101505
230,50.297444902733304,666.0006250396252,954.4646202342235,1156.247258492172,858.9800279731882,335.9459341789035
231,50.303947924166266,666.4962331909525,955.4384193931792,1157.2657676723477,859.5731768460803,335.9524372003365
232,50.3300123705109,666.8815239976587,956.391765911488,1158.1684457924034,860.7945107777239,336.0324190052795
233,50.368473098022626,667.4753318592973,957.1034646238405,1159.1732500883784,861.4456967705447,336.11873447792686
234,50.4057698092676,667.8136251978445,957.6492246261653,1159.841486598741,862.0231044311439,336.1467259095055
235,50.415696944099054,668.1767735533037,958.2052266612716,1160.9683170781427,863.031468909716,336.16872708683354
236,50.43857011527726,668.512831284025,959.298159835701,1161.6560491676871,863.265278301438,336.23677329684676
237,50.43887938157441,668.6362896454256,960.0293690802281,1162.2533865201246,863.8717375180786,336.2702846146054
238,50.46402211537082,668.867592497354,960.8662122210958,1163.033691847269,864.7608048177711,336.32272140866394
239,50.490770812560854,669.3077706400744,961.7714580180585,1163.9312347148434,865.9485392222869,336.3965628294895
240,50.490770812560854,669.8289720566977,962.6909594820148,1165.1126266289468,866.8995193136988,336.4679126331171
241,50.511434197970765,670.1679696939328,963.6934713426346,1166.1772227995093,867.692164866922,336.5296753570966
242,50.52016976762649,670.704035331733,965.0402717421542,1167.2846862555639,868.9259530425467,336.53539399748195
243,50.53103642910518,671.0772703842915,966.0328115210256,1168.6227810448395,870.0036927884784,336.6139041279765
244,50.56230959508338,671.381627953465,966.7383475089143,1169.5686759313778,870.7240870924144,336.67856834413516
245,50.564673240691604,671.7639376163924,967.6674649869055,1170.369364400533,871.5049046018536,336.7015288664255
246,50.59364426156667,672.2883139013347,968.5118947150603,1171.5226718401402,872.1185338365627,336.73416106836515
247,50.644217049718335,672.5886806201598,969.203540927103,1172.4721992125221,872.7340683517159,336.8605294473633
248,50.649607461740636,672.963385512079,969.6686705959803,1173.333416106665,873.2800741236852,336.9080076752347
249,50.66505294530397,673.3231485769398,970.825508382265,1174.4871437356487,874.0382482188828,337.0139338453021
250,50.6669524042764,673.6534786152532,971.7267821094323,1174.979748913814,874.6110855475915,337.0473476124094
251,50.674155547266004,674.0228956854179,972.5059580054589,1175.927757051769,875.4800725938662,337.0683095053158
252,50.68117505070597,674.4606332821413,973.973765803125,1177.2541067370523,876.7038902178454,337.09302303709984
253,50.708186933821395,674.7995979606529,974.4803090294376,1178.059298957183,877.368818515398,337.162518835346
254,50.74194546184749,675.0929956505522,974.906590762228,1178.457372529376,878.4208117136824,337.22815883693283
255,50.74847458267486,675.5054273246886,975.9521764384281,1179.2033530573885,879.1235413768287,337.2972671400102
256,50.76161059045435,675.8560586142196,976.4967823256841,1180.3956109462888,879.9935791888626,337.32516563632936
257,50.77291660680162,676.3312876987702,977.5534900863229,1181.328358856512,880.6080795884315,337.518138730192
258,50.81233902323074,676.8436590048802,978.4238719208325,1182.3560358336672,881.3289569375735,337.5975573904831
259,50.83268864969851,677.2277379164451,979.0556683345613,1182.916428946798,881.7816936265292,337.63586055903
260,50.83801853045404,677.7481030000821,979.7252362264561,1183.6039516017129,882.7525026024489,337.66851997345736
261,50.852941405301486,678.0302400249707,980.6431555425686,1184.4146287623423,883.5289384516192,337.6947883645756
262,50.86546497380916,678.4317906269481,981.2433831803531,1185.1839008855206,885.1584302078319,337.73265983975887
263,50.87385952260858,678.7793591716544,981.9893099060847,1186.121194337648,885.8664794681596,337.74105438855827
264,50.87385952260858,679.121670133325,982.6908119699325,1187.1227490383967,886.4870859882595,337.76547033019216
265,50.880104079184385,679.3691657308177,983.4263504262766,1187.9575140584602,887.1163913689061,337.78929533981176
266,50.91412253380761,679.6160460689648,984.0632680762076,1188.3806189116751,887.8308361742661,337.81482097606323
267,50.92043688389784,679.9732805680259,984.9943324615837,1189.005450787128,888.5672836799146,337.8476411734023
268,50.95296813048785,680.2517880978979,985.9103093110384,1189.7935376880118,889.2277606486108,337.91724209142296
269,50.95374016308547,680.790052852228,986.448154371719,1190.847004261481,890.4680096031332,337.9439440593474
270,50.97370406737403,681.086132970274,987.3675609906485,1191.498768992465,891.4546808587941,337.99246387564244
271,50.97988379001046,681.3082822683407,987.9493428089421,1192.1362357706378,892.2499927150585,338.0034513321182
272,50.99538628835393,681.6384360088011,988.8179173659134,1193.2916264880994,892.8486410607353,338.03106301048246
273,51.013862032431696,682.075146182996,989.382658509527,1194.1377480863473,893.492491967526,338.06020725470574
274,51.03612541617339,682.3538578713126,989.9849821003569,1194.7474198351456,894.3407561434968,338.16072237036593
275,51.04511232819259,682.7807953927887,990.8560354895493,1195.8907132152676,894.8334648806879,338.2144314238022
276,51.04980590949493,683.3392297349415,991.4137397166361,1197.0330535856342,895.2247797914926,338.2623774674628
