Time(Iteration),oracleLinUCB,LinUCB,adTS,dLinUCB,CLUB,DyClu
63,41.484679752475984,527.2842783970113,670.0823782683353,852.6321329334457,595.3968379685485,314.85928787260497
64,41.5357552564988,529.0497807087536,672.3628583216326,857.4289938297815,597.3302177538905,314.9326736387329
65,41.577762716841875,530.1623529249277,675.8860458361702,862.2179107575429,599.0494401322045,315.1421102137147
66,41.59785521401001,532.6563013369803,678.0265049576561,866.429458133977,601.4590635614588,315.20502876147884
67,41.64129721329141,534.8630701056559,680.6678036675864,871.0130654388814,603.4851845442396,315.4356652700041
68,41.64129721329141,537.0244982143729,684.1489201870296,875.5392532665628,605.2567667502591,315.5009845166195
69,41.78404378274925,538.8362072280455,686.3395495293576,879.3526051025285,607.236472204728,315.66503009714756
70,41.80051468466761,540.2439407643121,689.8899844738147,883.4410947753355,609.7691787237751,315.8009144778077
71,41.864315869012835,542.610990514388,694.0820336544544,887.6111271304703,611.4527150404317,316.0530966675617
72,41.883260405714616,544.3073018622426,696.2031595968044,891.510005887107,613.439865206517,316.17536817028827
73,41.91614409846475,546.3048321487039,700.6770119176049,895.5036922923977,615.3171022364544,316.3143103778997
74,42.01405603487239,547.6911309170283,703.1412005439716,898.8417410259569,618.4111795352933,316.5332850775197
75,42.05097902551841,549.5724317787872,705.3853504905386,904.3411475679568,620.844506268573,316.80178005370186
76,42.08951651519232,550.8737449835435,707.3878765332507,907.5193582469523,623.3977556598527,316.8755841793725
77,42.113685922035955,552.895590760996,709.4357547264112,911.5739876335148,625.3773798690218,316.9474601115667
78,42.18459435303302,554.6950105050893,712.2850990263626,915.7487513598517,627.3635152511401,317.1258384964387
79,42.24902255959293,555.9860546913898,715.1115265914901,918.9037122121603,629.5445303291383,317.22247090704576
80,42.263440008666464,557.5958610824168,717.7032805639474,922.6008180477005,631.462931961752,317.27680033620425
81,42.264438381728596,558.5521843675275,719.9847252270469,924.2319834262591,634.2736779936562,317.32268264885704
82,42.29616784133587,559.5997189521958,723.0048211409933,927.455542302385,635.9324023230648,317.36583688997456
83,42.31835594749681,560.8885799900609,725.4222125017208,929.7620867153879,637.7791334839894,317.55285444996997
84,42.38418459978338,562.2259953218282,727.8854659795563,932.9091414234273,639.7616500841035,317.7811874429158
85,42.41330967362788,563.0220516245668,729.6700826233457,934.9722059183913,641.8293120971483,317.88699194611684
86,42.45546799359676,563.9576794690933,731.6622823508212,936.9956011288009,643.6073701296895,318.08539305330913
87,42.47135566253182,564.8985822744537,733.6730009207954,940.1468978649041,645.4489290855846,318.1749976616118
88,42.51492206481754,566.2612228910561,735.3235136864266,943.2830908616869,647.3092714142397,318.33491458462794
89,42.548464757124435,567.4938544267574,738.1383652624608,946.598976483958,648.9144369201736,318.43604565432736
90,42.57808044444605,568.4775395316707,739.5381106519972,948.890775711628,650.0946694783576,318.6065253717461
91,42.65899280644453,569.7788296076055,741.6491824569101,951.6416711151918,652.4738596773791,318.70715296757595
92,42.75669404810603,571.0252691088077,743.6059033570743,955.0541457398596,654.4305966810398,318.8249517513347
93,42.77084648954898,572.602426114636,745.3922911116166,957.7704133984419,656.1947538028652,318.984573531581
94,42.8161196857487,573.5287847520515,747.4382859153698,961.4825432637577,658.4740409372839,319.1237427688791
95,42.84143525015898,574.1438759463932,748.9424035836087,963.8614572942415,660.8121071796525,319.13700765577136
96,42.893127579773655,575.3178902462959,750.4776896550967,966.6949577576661,662.3661825026207,319.18945480935673
97,42.96216869207219,575.9764769166223,752.8029313429299,968.5031931127731,664.3219553098668,319.38336454649226
98,42.99973797170543,577.1810261537436,754.7214592718351,971.2105805663849,665.990130852697,319.4789905098928
99,43.01635285252147,578.3287752366957,757.4695192171466,974.6679989236297,667.3566493482662,319.52920668065013
100,43.05403592888237,579.1856472434362,759.7448696105688,976.8758574108092,670.1900895647773,319.61489127467877
101,43.10510810953486,580.1408624918787,761.9122772161791,979.0186787058535,672.7972311546881,319.7119847047612
102,43.148114340728064,581.0952730341197,763.878733303612,981.1738223131326,673.9726754712947,319.79429279298614
103,43.16871637312192,582.3924176596885,766.8379750968168,982.7838818594831,675.6906028747297,319.86822701321285
104,43.16871637312192,583.2369197973029,768.9965441187838,985.7475480759557,677.5308689748841,319.8982551668937
105,43.1840712270317,584.1421579777693,771.5566362483338,987.4521607928456,679.0707571291791,319.95737323794134
106,43.256445920863555,585.0346681615783,773.680589919488,989.2629199119153,680.8288564346318,320.0465590187488
107,43.28787888666414,585.7777787167793,775.5185147722174,991.4060321142592,682.9766799074966,320.1926444972018
108,43.3158860464863,586.3630848376532,776.8431000070835,993.7888456670909,684.4651073690727,320.35206460996426
109,43.33760542817097,587.438331885736,778.8609312320207,995.5746251974005,686.5777494261118,320.40819556640935
110,43.37442681968482,588.2796113527447,781.2296808172573,997.6394691079823,688.1315864841456,320.5412978364852
111,43.435515028797866,589.4600827351217,783.277906943767,999.9210220643223,690.2663477973234,320.6185436411076
112,43.49720330140471,590.750780294413,785.2856934969327,1002.119151183501,691.9670276350498,320.75805705949824
113,43.49720330140471,591.1446105117287,786.7179773899214,1004.3016343531388,693.0299426023673,320.8748360684261
114,43.50678422909521,591.894189132617,787.7741098108355,1006.2252364624034,694.6394262921739,320.99673045310703
115,43.55464977236919,592.8282114844535,789.7696434433828,1007.999322436257,696.1674944539773,321.0133073482809
116,43.61944941914009,593.7411706127161,791.1287894415904,1010.4115656978198,697.7514427500014,321.17234185868136
117,43.6326957832419,594.6133615070871,792.6475544304866,1011.8268725423454,699.5514242467218,321.36731354372955
118,43.65693254960901,595.1464188743705,794.1798352828964,1013.2088582290484,700.820312626607,321.3926124605277
119,43.74110154756888,596.1146747930967,795.3802758024514,1015.3793259563218,702.3274033241894,321.4843261845665
120,43.7747645853517,597.075461472021,796.8605540928619,1017.5281998181074,704.1640771179306,321.56207481747174
121,43.775981589929295,597.6309311861978,798.3466684642857,1019.0518753219367,705.9756080025878,321.6155244985908
122,43.791567457217695,597.9090836728836,799.806045660041,1020.7897212719065,707.8538132753,321.70073819895066
123,43.81850513632131,599.1174524458531,800.9433945819964,1022.3669256051993,709.4991807058194,321.8747837958225
124,43.84622272186503,599.6610586309937,801.5309285934278,1023.6336323003216,710.7892741718175,321.9723034668173
125,43.88587232354253,600.6113175352687,802.2071067665613,1025.2508990278227,711.8045051257637,322.0447275774414
126,43.93814843097884,601.7433467017345,803.9115886286016,1028.6622549917295,712.8845861047389,322.14612626343245
127,43.95741964293123,602.4766803539953,804.9122928600817,1031.681843746341,714.2841634233284,322.18936758926907
128,44.00873841537048,603.1821699803907,806.108867164346,1032.7884538153985,715.4376143439533,322.28762713388375
129,44.06713921865781,604.1037805514986,807.0156110551458,1034.2856707743629,717.1265320046543,322.3592651495092
130,44.08649253244721,604.818105461116,808.0235704086281,1035.44882393908,718.1978191662001,322.41694615033197
131,44.13707077361409,605.699543601743,809.623936208175,1036.8847844384607,719.0328863650878,322.45326673132064
132,44.156840518590336,606.2758766872362,810.8555462770647,1038.1315323175274,720.0541715730438,322.4916301248231
133,44.20762815339507,606.7394660256041,812.4609844794445,1040.272072241581,721.2628414875034,322.54875301063964
134,44.20762815339507,607.7480256580916,813.7855218333116,1042.5304793819412,722.5335496825778,322.5778885073246
135,44.213999978189925,608.348612864539,815.3012579706553,1044.4543707677462,723.5252376835344,322.68858947086005
136,44.21946197484651,609.0399534349048,816.831733482249,1046.0305522119686,724.9510706597332,322.68858947086005
137,44.26593201991579,609.9593947832433,817.8625567930341,1047.1303902519276,726.2508606814122,322.74831316705735
138,44.28843591496185,610.4349339933517,819.4475271942011,1048.7061379037038,727.3675885294468,322.8146128883476
139,44.29718172113465,611.2350192612131,820.4101365518736,1050.1732663741138,729.1046245934127,322.8610149346483
140,44.34025135943641,611.7711723197207,822.1742112677049,1051.6466416427838,730.5877715783707,322.89832611616924
141,44.366351717367486,612.3037348121062,823.5473624596985,1053.4097306137503,731.4299296483515,322.9895110329533
142,44.415388818487884,612.7648715273982,825.3210374022387,1055.2701243359493,732.7733746622047,323.078500256379
143,44.44001401122565,613.4826227678324,826.9517215934693,1056.9240258287837,733.474854058947,323.2055098915382
144,44.44123763789307,614.5513346775318,828.66447343515,1059.0999843660938,734.455087274079,323.248932609209
145,44.4920805255594,615.5527398136164,829.6902900861762,1060.878456982305,735.5683209846367,323.2785440411876
146,44.51724481754707,616.1409844664589,830.5167423792807,1062.4239734172052,736.7285768067956,323.3656256308832
147,44.60670809850053,616.8948745108512,831.710315068945,1063.709955972473,737.8082368752042,323.46736180320414
148,44.64005270252593,617.685194015641,832.848652759415,1064.9018117091366,738.9195526106776,323.6394832348452
149,44.66262350184045,618.6216548501392,834.125335957419,1066.2264353717978,740.0207592229374,323.7609061091437
150,44.70894374596604,619.2308214805033,835.5620997790647,1067.8891201105503,741.5657044467721,323.8000023374979
151,44.72977249261893,619.797639357566,836.275160973644,1068.7987180543362,742.3451653062154,323.8362166839627
152,44.73384745960501,620.4090115477227,837.6295358316543,1069.8299140661998,743.0050755539224,323.87048477840534
153,44.73903430985506,620.9589124357068,838.9800485415323,1071.4548534771445,743.9764838489635,323.94801730502417
154,44.77132740504306,621.4790305884441,840.4710332260069,1072.5059083899382,745.0763461912926,324.05879310999063
155,44.829952821725065,621.974213119803,842.0842149977657,1074.039757350496,745.8644426566723,324.16712979980076
156,44.86167404686154,622.356388553689,843.8357259883934,1074.9756940728644,746.8584244424746,324.1992120713825
157,44.923456498589424,623.012589733374,845.2609639643291,1076.3409070236835,747.9626302429581,324.20338205074967
158,44.923456498589424,623.7326975922543,846.7550391424563,1078.396113322204,748.7876032651518,324.23061673369483
159,44.92846052736433,624.3142158955757,848.1631703564053,1079.63124244749,749.9954038208077,324.2485228179647
160,44.956242227026706,624.8789868093838,848.8781009528884,1080.415309121756,751.2104586200325,324.30201068662177
161,44.990411241691945,625.6887014827985,849.9963732541377,1081.811964685442,752.4999552832763,324.3555648865222
162,45.03627616507677,626.4014325165531,851.1204709181674,1082.9140998892874,753.1674747431657,324.4882784825038
163,45.0368055647022,626.8292296554827,852.2516594876288,1084.0159184300148,754.5100704656195,324.55345676018004
164,45.06670989792344,627.2808772794632,853.183245460585,1084.613445862326,756.0903121539807,324.58336109340127
165,45.075969614246794,628.2116482566834,854.3568908635712,1085.9423042544609,756.8676704085265,324.6265680138605
166,45.10728092991266,628.9111451948006,855.7232807898791,1087.5761401279556,757.7609024720217,324.75052966252235
167,45.14559570852201,629.5863975553709,857.0197188813929,1089.2411147254493,759.0837169500373,324.7850086051939
168,45.189260716362796,630.1849546519188,858.0351976154122,1090.7945627046224,760.1398018216258,324.8353278878694
169,45.229446596393835,631.1313599708521,859.1168061472332,1092.6209535845626,761.549654168447,324.95210814214266
170,45.23616871950386,631.814589230076,860.2837605687246,1093.6681116631169,763.2802813815177,325.0066019495486
171,45.25914281960102,632.573016100606,861.0023722671706,1094.3593900766036,764.0777579441908,325.07336184607664
172,45.2868596793197,633.0194902856595,862.6595981778115,1095.790269450902,765.7885815659198,325.1709753889202
173,45.330170187649664,633.5988146151385,863.8094131777694,1097.112574468394,766.8523397757731,325.35786637920995
174,45.354066518856214,634.2409818821114,865.0479545852669,1098.443040079064,768.1062797579797,325.4286764759147
175,45.385023687404534,634.7838612520804,866.1134123630569,1100.1792023715575,768.92979352278,325.46498405982237
176,45.457583462864555,635.2922053210425,867.4869821045803,1100.8787675898382,770.4222295023966,325.51955959253706
177,45.485703871707145,635.9802023359667,868.7695124244773,1102.2125896985592,771.313937170099,325.59915787481276
178,45.514980617773936,636.545544961021,870.0332684230766,1103.5652532583938,772.271968958538,325.6628059282734
179,45.55719338145179,637.286754643097,870.9800637132607,1104.7657157163965,773.4304751750087,325.75390523867617
180,45.60656070563588,637.8699761364212,871.7640520508849,1105.9113204341809,774.5183338665161,325.88255915691684
181,45.64340210558406,638.4637896743207,872.4596470416689,1107.0819990743344,775.2579598254554,326.04302923280966
182,45.656736673710775,638.953656991315,873.0427360587415,1108.952356641745,776.5081119923575,326.11686612046293
183,45.67889204956008,639.4561377853544,874.1329526982113,1110.2982717445816,777.6542369014584,326.2552946850473
184,45.71053561193661,639.9440169592741,874.9838566209402,1111.82426957998,778.2923581840183,326.3466405482755
185,45.733195156382415,640.4290238208602,875.6657814928908,1113.5012027993046,779.8304514693389,326.39940829978656
186,45.783022155696514,641.1200018335908,876.5233788312843,1114.7794252885262,780.5381138378563,326.4849090543137
187,45.80395251490192,641.2975929107027,877.5150557332232,1115.799770646212,781.3782482322051,326.5079563750376
188,45.832943792450735,641.6653749808011,878.0665372785502,1117.1488102759204,782.6468712745684,326.549493485683
189,45.848760880833,642.0855361195402,878.8870085600666,1117.8731246224447,783.3326183562749,326.6340516517865
190,45.85897215501139,642.4014864722345,879.8162757115003,1118.962695268699,784.281097149433,326.6813592499155
191,45.87381185332801,642.658917930599,881.0506725076737,1119.6315021437579,785.39329638457,326.77566927922277
192,45.88356166665701,643.0292204678926,881.6467760850495,1120.8418699084555,786.1485033395179,326.8639134603228
193,45.905979949742935,643.3652889990587,883.027331675935,1121.5254536614343,786.6922589293512,326.9549335321813
194,45.93492466043887,643.747174089113,883.7718222721525,1122.4759405063076,787.375636597118,327.08581940456844
195,45.970517146345195,644.1671451757037,884.4447903752895,1123.5444787184376,788.3106865606859,327.1961070751187
196,45.981248046432356,644.4619180679351,885.5215596424657,1124.608418677157,790.2796781100102,327.22579435148936
197,46.00302076154302,644.8580850007788,886.6067123287673,1125.3253643575383,791.4960742736017,327.3228602074496
198,46.03508536646872,645.2774663623482,887.1718245240438,1126.3203438048206,792.5377079235312,327.3590141644016
199,46.07794742879725,645.9944824585552,887.8982339793968,1127.440107979484,793.8050385811282,327.4200012080782
200,46.097682922582166,646.3214773161876,888.7720427527497,1128.5826203293896,794.7054156457107,327.52561137739343
201,46.133969721723425,646.6415537871632,889.1300487427055,1129.5679387827618,795.6323623354782,327.63501228856313
202,46.15216686232269,647.0930805457064,889.8293353892822,1130.677591754078,796.5852792229558,327.69446855806916
203,46.17343854198701,647.9361602539703,890.8525091771247,1131.7225964404731,797.3000555817351,327.7293095225695
204,46.17619931514844,648.3940841482189,892.1004928944656,1132.9153650562782,798.7542839370508,327.7321372517185
205,46.216616806899474,648.708566338439,893.1632018729531,1134.49262538994,799.9663748602385,327.80088336530383
206,46.248363265023244,649.116860161197,894.3142287054657,1135.6235437689909,800.9546514276659,327.86195207865944
207,46.248363265023244,649.644113465566,894.8773694654448,1137.2549024829298,801.9289203873278,327.9144288986907
208,46.2718296122854,650.2374771262523,895.6194826658847,1137.8291845067931,803.2433344579179,327.9630915910837
209,46.2718296122854,650.3980046173349,896.3669161825491,1138.541064621782,804.3196191428066,328.0003875621372
210,46.28092664304171,650.9419595559532,897.3665095541735,1139.494695907715,805.174267241541,328.0182837306723
211,46.29097339400797,651.4198469757303,897.9258803745211,1140.3037752037114,806.213424754894,328.03103233369796
212,46.30158280034739,651.5591228800474,898.3925179122983,1140.7750609288892,807.3767066105686,328.0416417400374
213,46.33561706467172,651.9329081459675,898.9539004766947,1141.9222713679403,808.2838149073182,328.1458261459928
214,46.33942515942765,652.280874336548,899.7909082497501,1143.0179467845608,809.0169487723807,328.2259369962047
215,46.361058587326056,652.7663734688979,900.6989518236877,1143.6797837181134,810.0008853827618,328.28770885946363
216,46.375565771319394,652.8771010052003,901.1853100907149,1144.2690805791308,810.8521362503636,328.3376081682427
217,46.41393777099975,653.0375186871272,902.0234645601128,1145.1343301349116,811.8026501294213,328.39199266296305
218,46.421732593500444,653.6003512629255,902.9175026422542,1146.3366806963284,813.1671375433446,328.39199266296305
219,46.421732593500444,654.2000752847529,903.8340421481934,1147.0645625951527,814.142068034658,328.3959281327726
220,46.44762982200925,654.4136382940774,904.8912716467711,1147.9277217203296,815.3810410998428,328.4571585069644
221,46.45979819864244,655.0995396393613,905.4791261815025,1148.952596640932,816.1804738842496,328.4807669788503
222,46.466781849786514,655.5336288643751,905.8367946323981,1149.8949226339341,817.096599931113,328.5095246094522
223,46.472712575725474,655.9858349928488,906.7507562568524,1150.7543078003564,818.358281422558,328.51545533539115
224,46.504632221249246,656.2290277521358,907.6558429547254,1151.5534716182497,818.9711629903255,328.57392772246453
225,46.50957955757995,656.4831763610464,908.3481055022944,1152.466404544302,819.8468707335629,328.58185338185
226,46.53488179311375,656.9769529901195,909.2420509694705,1153.0749592681668,820.7462990637505,328.69309138732564
227,46.55992136782837,657.3703078336387,909.7795771375155,1154.0058954547794,821.4510471740708,328.8399659901256
228,46.56014249273844,657.7566091607325,911.0053642968629,1154.8865748657383,822.538052064785,328.887296150943
229,46.57259680213832,658.24411477312,911.8439091323258,1155.5407787747356,823.2884515825604,328.9366735124855
230,46.5741297801452,658.6813528251225,912.548015649874,1156.5692543502792,824.13423674715,328.9809807610702
231,46.60473222502952,658.9804249405458,913.7345762612832,1157.3805534961125,824.6418422937003,329.03776637304213
232,46.60551819829459,659.6697239072822,914.2636565682488,1158.5743624411746,826.2520184527322,329.07000862562563
233,46.64151679750029,660.2384845607226,914.8672251228433,1159.519276072614,827.0580389412747,329.1479386393823
234,46.647376253118495,660.515109813075,915.4940390524799,1160.4841062453074,827.6459302600555,329.1873062850119
235,46.65732815020027,660.6664592079551,916.3281523685581,1161.4534644504206,828.2530913286447,329.23362717765633
236,46.66054856547597,660.9640002463757,916.9259596521279,1162.5541036971465,829.3659969834488,329.25121240214196
237,46.66054856547597,661.2703571299003,917.4516478239187,1163.712288200904,830.0955745812033,329.265454097199
238,46.69800913616752,661.8478331182049,918.1179318552798,1164.5421314670125,830.9371367389577,329.338399250879
239,46.715194857731646,662.3045277454411,919.103291289419,1165.548832304378,831.8648462549886,329.3794616398548
240,46.72266583223815,662.5441267766631,919.9926080932221,1166.1815743667726,832.7343819515801,329.4037133328646
241,46.738066407435554,662.8253328751711,920.6858274409512,1167.3227482551326,833.4847817534178,329.4713405725507
242,46.77089612582158,663.0936441425555,921.3683226028684,1168.0137397044675,834.1487254877278,329.51282623429057
243,46.77403843010587,663.334287547346,922.30115749098,1169.2141171824323,834.8257064288215,329.5225629292422
244,46.78223822794913,663.8352293606112,923.2917492067248,1169.9993489426536,835.950902378301,329.55823296646037
245,46.79630439042592,664.0393912087974,923.8151995101308,1170.7404730915841,836.488054106863,329.5946299012941
246,46.82437937093325,664.1693797593987,924.3606426244639,1171.5048445612879,837.7117537819042,329.62813869649887
247,46.839925029083666,664.6451591264913,925.2278572820095,1172.2954084064775,839.0292545818182,329.6436843546493
248,46.844751808197906,665.1506886753733,926.0657187057493,1173.3288441259865,839.5589679376159,329.7134176175495
249,46.8667550476708,665.3253771451501,926.7530465678603,1174.489150510635,840.6010184036865,329.77948709595245
250,46.889651185419325,665.8224999576718,927.456961717586,1175.1929254137788,841.2770852153441,329.8061438239536
251,46.93609168690431,666.0383712355086,928.3081442430826,1176.0053708572725,841.6357691643757,329.87267394899726
252,46.96044122795711,666.3744828286256,929.0907625162239,1176.9203242297733,842.5569567237834,329.92636467386455
253,46.967024627898525,666.5678812348224,929.7579285097503,1177.4151816340388,842.9067779854637,329.94520447255775
254,47.012986933256656,666.7835178305513,930.5318658907837,1178.4378291487467,843.2784018919402,329.99640467879374
255,47.01521972702447,667.1201474277141,931.0829660158104,1179.1614186863044,843.6157535740207,330.0487424458935
256,47.03006323446767,667.461633598065,931.7374425295753,1180.277687506801,844.2041460221299,330.0745492037288
257,47.033630436883335,667.6396024230106,932.2240573052562,1181.1895100528595,844.8640466442494,330.0814452654199
258,47.09003636917008,667.8115415138606,933.0439374564404,1182.1216050765954,845.3247578917511,330.22031104560625
259,47.1157910457186,667.9762432632557,933.6853745472562,1182.7332977337053,845.7318262455101,330.2672031098101
260,47.13297363396894,668.4162999550665,934.6909857761283,1183.7114828506546,846.9406288570127,330.29919603334093
261,47.15365457933347,668.7997160510987,935.4835606441163,1184.719719210306,847.9528674243606,330.31352837474833
262,47.185453629583684,669.1439039827552,936.3524369460505,1185.9047807361894,849.0780490724112,330.34532742499863
263,47.19355213823043,669.4221384721272,937.0479099927575,1186.760307343376,849.7960817431392,330.365443826851
264,47.19955850615472,669.9659147429256,937.6607522334571,1187.6256214538892,850.7878858966693,330.43074358367403
265,47.22576813235573,670.6273126748946,938.8802665941499,1188.5384728055858,851.5046491973849,330.48638871787887
266,47.248766235786555,670.836573186601,939.7415893754251,1189.1154909254228,852.0903806355818,330.5068488364948
267,47.27086271960422,671.086311337097,940.368768761124,1189.8176219884074,852.5469740379459,330.525603394333
268,47.301236953366775,671.3642909597099,940.7977706520139,1190.9973382913488,853.2839937294926,330.5773754254026
269,47.303945293468345,671.669001924073,941.3424821194766,1191.4328982325608,854.0067451229265,330.5800837655041
270,47.305063908102355,672.0222140933664,942.0971567819167,1192.3592986907556,854.8216909249458,330.60106338428085
271,47.33572097693331,672.204850259316,942.5681991065542,1192.7644708445491,855.5565567641887,330.63172045311177
272,47.34045563312732,672.4756576834745,943.063429376767,1193.5895505633298,855.9611221840636,330.6959281736712
273,47.34448619035253,672.7178557796901,943.4831378528487,1194.0831053035586,856.8049857799576,330.72813615632134
274,47.35947910909865,673.0216390362443,944.2532486180771,1195.184290790952,857.563375144192,330.8028214931104
275,47.381479900845584,673.6188296454972,945.1173835617545,1195.8604570179448,858.3502748589369,330.8667924292745
276,47.438018772757374,673.81127996153,945.6202974507597,1196.444739742389,859.3689681543104,330.9233313011862
